4.6047,0.57937,0.6089,0.38029,0.6499,0.0037885,0.013788,0.088502,0.054944,0.05897,0,0.0136,0,0.0049622,0,0,0.014807,0.042976,0.030614,0.077355,0.013859,0.0094767,0,0.070285,0,0,0.021606,0.053738,0,0,0,0,0.027826,0.034516,0.06473,0,0
0.57937,4.6166,0.64973,0.41536,0.49452,0.062177,0.057191,0.1071,0.00030312,0.045782,0.0021612,0,0.025839,0,0.041998,0,0.062637,0.027782,0.063759,0.046933,0,0,0.025412,0.1087,0.052877,0.046986,0.14119,0,0.0861,0.052057,0,0.0057334,0.041068,0.10693,0.05502,0.09135,0.095356
0.6089,0.64973,4.6047,0.42751,0.4821,0,0.077983,0.15705,0.031369,0.069365,0.0056677,0,0.031843,0.084613,0.0131,0.000547,0.13374,0.051506,0.095398,0,0,0,0.0049361,0.006379,0.024455,0.033841,0.092033,0.034775,0.050888,0,0.018346,0.016315,0,0.11013,0.12531,0.071869,0.017818
0.38029,0.41536,0.42751,4.6682,0.34845,0.037063,0.0022789,0.10405,0.066124,0.01535,0,0,0.063953,0,0,0,0.0055064,0,0,0.0063958,0.041935,0,0,0,0,0.049429,0.0085948,0.066305,0.015976,0,0,0,0,0,0,0.084511,0.021873
0.6499,0.49452,0.4821,0.34845,4.6086,0,0.025513,0,0,0,0.020707,0.02185,0.034872,0.02701,0,0.0011041,0,0.027667,0.15498,0,0,0,0,0.034127,0,0.082811,0.064623,0.053384,0,0.019128,0.0096872,0.014213,0.027225,0.042684,0.034558,0.019172,0.023005
0.0037885,0.062177,0,0.037063,0,4.6047,0.20964,0.25708,0.039994,0.020661,0.064022,0.070918,0.11794,0.063986,0.038431,0.12573,0.15971,0.087257,0.10859,0,0.054041,0.10534,0.029245,0.067415,0.24746,0.16693,0.20826,0.096985,0.065904,0.0087186,0.11105,0,0.056893,0.058952,0.16806,0.058744,0.070874
0.013788,0.057191,0.077983,0.0022789,0.025513,0.20964,4.6642,0.054377,0.099466,0,0.072395,0.023356,0.043762,0.14466,0,0.19719,0.12506,0.12617,0.10491,0.097995,0.072361,0.0056164,0.027634,0.061477,0.10246,0.070947,0.12947,0.045663,0,0.056895,0.12831,0.022622,0.020095,0.07089,0.069265,0.045821,0.00010533
0.088502,0.1071,0.15705,0.10405,0,0.25708,0.054377,4.6047,0.18424,0.0051889,0.0088582,0.034061,0.096207,0.075705,0.027698,0.12677,0.12073,0.092545,0.06119,0.020377,0.046513,0.0044359,0,0.036158,0.13576,0.18154,0.24646,0.028721,0.04525,0.046791,0.13942,0.015068,0.046462,0.037329,0.033823,0.047644,0.024737
0.054944,0.00030312,0.031369,0.066124,0,0.039994,0.099466,0.18424,4.6285,0,0.15744,0.042968,0.016221,0.090811,0.030031,0.029865,0.16336,0.053447,0.12813,0.020416,0.02016,0.059934,0.098081,0.045312,0.068244,0.11475,0.18479,0.058427,0.11321,0,0.086712,0,0.028958,0.033405,0.055949,0.12773,0.020022
0.05897,0.045782,0.069365,0.01535,0,0.020661,0,0.0051889,0,4.7158,0,0,0.0023659,0.097887,0.015561,0.0051955,0.020408,0.037085,0,0,0.059533,0.040343,0.031227,0.090105,0.049604,0.069735,0.039479,0.11782,0,0.0099025,0.14817,0,0,0.038441,0.054352,0.03487,0
0,0.0021612,0.0056677,0,0.020707,0.064022,0.072395,0.0088582,0.15744,0,4.6047,0.052122,0.14042,0.045156,0,0.14159,0.13907,0.0069152,0.054697,0.0050468,0.11054,0.041891,0.064305,0.015834,0.11386,0.053009,0.1171,0.03559,0.089646,0,0.07945,0.033003,0.026807,0.0039566,0.062304,0.043782,0.092658
