5.6982,0.58275,0.74124,0.48375,0.62164,0.2487,0.27376,0.2878,0.25293,0.26105,0.12512,0.13104,0.17684,0.09841,0.12344,0.18176,0.16007,0.16743,0.15059,0.16561,0.19049,0.095563,0.12283,0.106,0.23806,0.28041,0.30455,0.14339,0.1091,0.2736,0.1025,0,0.18741,0.17155,0.21076,0.21926,0.21002
0.58275,5.6922,0.81089,0.39134,0.47241,0.27795,0.25719,0.25867,0.24988,0.19651,0.21793,0.19688,0.18649,0.15728,0.062574,0.18178,0.15444,0.12643,0.15153,0.18037,0.22671,0.1547,0.17375,0.14613,0.24029,0.28483,0.31813,0.1342,0.1768,0.24578,0.17172,0.012531,0.1751,0.12038,0.198,0.222,0.22845
0.74124,0.81089,5.6806,0.44741,0.57264,0.31683,0.2541,0.29358,0.23071,0.27735,0.19675,0.14363,0.21962,0.12489,0.12849,0.18947,0.17228,0.15499,0.13071,0.21946,0.217,0.17822,0.15151,0.12099,0.28488,0.30722,0.29599,0.18135,0.13909,0.30021,0.15361,0.018787,0.18914,0.17798,0.23065,0.25328,0.24895
0.48375,0.39134,0.44741,5.6872,0.51064,0.21846,0.25219,0.28719,0.24734,0.22123,0.13459,0.15107,0.076847,0.092,0.11213,0.11863,0.16591,0.14822,0.13154,0.08016,0.12087,0.14526,0.083773,0.10547,0.20007,0.25024,0.31784,0.11634,0.031961,0.21184,0.14271,0,0.19446,0.14677,0.15024,0.182,0.14817
0.62164,0.47241,0.57264,0.51064,5.6763,0.22149,0.18852,0.27163,0.18082,0.22082,0.13575,0.12048,0.11267,0.10525,0.093315,0.15729,0.13723,0.12637,0.11343,0.11072,0.14797,0.14104,0.12316,0.074323,0.19912,0.21647,0.26406,0.08624,0.053772,0.23607,0.11369,0.0045869,0.16059,0.121,0.17295,0.15346,0.21818
0.2487,0.27795,0.31683,0.21846,0.22149,5.68,0.44674,0.37729,0.28879,0.27607,0.27127,0.22824,0.18853,0.17023,0.1273,0.23778,0.25586,0.21302,0.23819,0.24923,0.27309,0.19118,0.16425,0.16594,0.30093,0.52291,0.4562,0.29304,0.17395,0.38541,0.269,0.030582,0.22597,0.21417,0.23308,0.26437,0.25635
0.27376,0.25719,0.2541,0.25219,0.18852,0.44674,5.6806,0.37353,0.31299,0.33424,0.17426,0.14773,0.16258,0.14102,0.14677,0.23524,0.24268,0.16703,0.24015,0.20306,0.27249,0.19206,0.15551,0.11237,0.40644,0.42431,0.40365,0.17373,0.14926,0.36369,0.21184,0.032528,0.26108,0.1905,0.2362,0.24409,0.22183
0.2878,0.25867,0.29358,0.28719,0.27163,0.37729,0.37353,5.6614,0.32179,0.28245,0.1487,0.12628,0.12301,0.11725,0.181,0.25987,0.21966,0.17762,0.24124,0.1245,0.19544,0.10402,0.11667,0.11038,0.35046,0.40391,0.46081,0.16985,0.12497,0.31603,0.18018,0.035397,0.2203,0.19557,0.19281,0.22484,0.14725
0.25293,0.24988,0.23071,0.24734,0.18082,0.28879,0.31299,0.32179,5.6988,0.35203,0.17243,0.095752,0.12182,0.13361,0.098532,0.20577,0.24148,0.18106,0.21479,0.12025,0.16345,0.092325,0.13519,0.070598,0.34411,0.29977,0.33968,0.11765,0.11552,0.29483,0.20856,0.028094,0.17117,0.14924,0.12972,0.14304,0.15952
0.26105,0.19651,0.27735,0.22123,0.22082,0.27607,0.33424,0.28245,0.35203,5.6992,0.16909,0.14057,0.13377,0.10186,0.17736,0.30333,0.34447,0.24671,0.31811,0.13086,0.17782,0.12911,0.15475,0.067377,0.3309,0.31843,0.31418,0.12366,0.079333,0.28064,0.20733,0.0058355,0.23357,0.17173,0.19378,0.18971,0.18631
0.12512,0.21793,0.19675,0.13459,0.13575,0.27127,0.17426,0.1487,0.17243,0.16909,5.721,0.21251,0.27286,0.094147,0.080281,0.12645,0.18601,0.08478,0.116,0.30019,0.2282,0.18171,0.13023,0.13959,0.20422,0.2257,0.20883,0.13628,0.16805,0.24622,0.1558,0,0.18039,0.089853,0.18253,0.19709,0.21641
0.13104,0.19688,0.14363,0.15107,0.12048,0.22824,0.14773,0.12628,0.095752,0.14057,0.21251,5.7151,0.32619,0.13947,0.047605,0.097845,0.10993,0.094803,0.1106,0.21527,0.19185,0.17015,0.092176,0.094583,0.12171,0.1683,0.18451,0.097284,0.12767,0.18565,0.13743,0,0.14323,0.076862,0.16928,0.18153,0.15805
0.17684,0.18649,0.21962,0.076847,0.11267,0.18853,0.16258,0.12301,0.12182,0.13377,0.27286,0.32619,5.6614,0.12481,0.087022,0.10284,0.13089,0.13243,0.14549,0.25038,0.19521,0.18779,0.16089,0.10396,0.15867,0.17245,0.1414,0.13311,0.13778,0.19517,0.12941,0,0.151,0.088057,0.18553,0.14017,0.19354
0.09841,0.15728,0.12489,0.092,0.10525,0.17023,0.14102,0.11725,0.13361,0.10186,0.094147,0.13947,0.12481,5.7366,0.070909,0.093256,0.15574,0.10185,0.097674,0.1753,0.13261,0.12938,0.11579,0.09143,0.10808,0.12694,0.11589,0.096237,0.11394,0.12644,0.11485,0,0.13849,0.10221,0.13179,0.12532,0.13037
0.12344,0.062574,0.12849,0.11213,0.093315,0.1273,0.14677,0.181,0.098532,0.17736,0.080281,0.047605,0.087022,0.070909,5.7025,0.13451,0.17305,0.16387,0.15082,0.10347,0.088427,0.090279,0.0041231,0.10506,0.14535,0.14534,0.13556,0.063825,0.056982,0.12105,0.10766,0.013728,0.081354,0.095844,0.072202,0.091977,0.025698
0.18176,0.18178,0.18947,0.11863,0.15729,0.23778,0.23524,0.25987,0.20577,0.30333,0.12645,0.097845,0.10284,0.093256,0.13451,5.6826,0.71054,0.41405,0.65728,0.1726,0.19743,0.093552,0.13739,0.055251,0.3305,0.25304,0.24609,0.092005,0.13338,0.22718,0.21149,0.0089237,0.18295,0.099725,0.14126,0.18305,0.16986
0.16007,0.15444,0.17228,0.16591,0.13723,0.25586,0.24268,0.21966,0.24148,0.34447,0.18601,0.10993,0.13089,0.15574,0.17305,0.71054,5.6813,0.51019,0.71072,0.13847,0.20672,0.16191,0.094431,0.088406,0.36789,0.2593,0.20781,0.089363,0.15833,0.30645,0.23968,0.021399,0.16543,0.13428,0.15329,0.2058,0.1757
0.16743,0.12643,0.15499,0.14822,0.12637,0.21302,0.16703,0.17762,0.18106,0.24671,0.08478,0.094803,0.13243,0.10185,0.16387,0.41405,0.51019,5.7621,0.58314,0.10041,0.18708,0.096666,0.086198,0.062445,0.30199,0.20429,0.19713,0.081827,0.093634,0.18607,0.2017,0,0.19209,0.12473,0.13108,0.1412,0.13204
0.15059,0.15153,0.13071,0.13154,0.11343,0.23819,0.24015,0.24124,0.21479,0.31811,0.116,0.1106,0.14549,0.097674,0.15082,0.65728,0.71072,0.58314,5.7167,0.10073,0.18328,0.15178,0.12812,0.064009,0.36041,0.25018,0.22472,0.088424,0.07418,0.24906,0.24599,0.0019295,0.17663,0.09829,0.13783,0.13644,0.17681
0.16561,0.18037,0.21946,0.08016,0.11072,0.24923,0.20306,0.1245,0.12025,0.13086,0.30019,0.21527,0.25038,0.1753,0.10347,0.1726,0.13847,0.10041,0.10073,5.7025,0.24462,0.22367,0.2098,0.13639,0.18031,0.21418,0.15814,0.15002,0.14088,0.21125,0.14529,0,0.22282,0.10234,0.17124,0.1872,0.20445
0.19049,0.22671,0.217,0.12087,0.14797,0.27309,0.27249,0.19544,0.16345,0.17782,0.2282,0.19185,0.19521,0.13261,0.088427,0.19743,0.20672,0.18708,0.18328,0.24462,5.7313,0.30632,0.28118,0.13257,0.2144,0.28227,0.26054,0.1549,0.16249,0.21952,0.13917,0.0043288,0.21398,0.093484,0.16171,0.19673,0.19412
0.095563,0.1547,0.17822,0.14526,0.14104,0.19118,0.19206,0.10402,0.092325,0.12911,0.18171,0.17015,0.18779,0.12938,0.090279,0.093552,0.16191,0.096666,0.15178,0.22367,0.30632,5.6952,0.24729,0.11463,0.15263,0.15438,0.14573,0.15557,0.1055,0.23385,0.12313,0.008364,0.17285,0.10674,0.14552,0.10158,0.16864
0.12283,0.17375,0.15151,0.083773,0.12316,0.16425,0.15551,0.11667,0.13519,0.15475,0.13023,0.092176,0.16089,0.11579,0.0041231,0.13739,0.094431,0.086198,0.12812,0.2098,0.28118,0.24729,5.7256,0.12586,0.13861,0.17356,0.1614,0.11477,0.083451,0.12146,0.13018,0.026369,0.16746,0.12416,0.17704,0.15001,0.19277
0.106,0.14613,0.12099,0.10547,0.074323,0.16594,0.11237,0.11038,0.070598,0.067377,0.13959,0.094583,0.10396,0.09143,0.10506,0.055251,0.088406,0.062445,0.064009,0.13639,0.13257,0.11463,0.12586,5.6581,0.10826,0.13485,0.089921,0.090109,0.055082,0.086646,0.097854,0.019547,0.084735,0.069062,0.14863,0.1274,0.099185
0.23806,0.24029,0.28488,0.20007,0.19912,0.30093,0.40644,0.35046,0.34411,0.3309,0.20422,0.12171,0.15867,0.10808,0.14535,0.3305,0.36789,0.30199,0.36041,0.18031,0.2144,0.15263,0.13861,0.10826,5.7107,0.3227,0.35249,0.18445,0.11688,0.29191,0.22283,0.0015432,0.23518,0.14653,0.17504,0.23637,0.2031
0.28041,0.28483,0.30722,0.25024,0.21647,0.52291,0.42431,0.40391,0.29977,0.31843,0.2257,0.1683,0.17245,0.12694,0.14534,0.25304,0.2593,0.20429,0.25018,0.21418,0.28227,0.15438,0.17356,0.13485,0.3227,5.6843,0.42988,0.21317,0.15377,0.36294,0.26313,0,0.24206,0.13008,0.27253,0.23804,0.1866
0.30455,0.31813,0.29599,0.31784,0.26406,0.4562,0.40365,0.46081,0.33968,0.31418,0.20883,0.18451,0.1414,0.11589,0.13556,0.24609,0.20781,0.19713,0.22472,0.15814,0.26054,0.14573,0.1614,0.089921,0.35249,0.42988,5.6909,0.18415,0.11074,0.32902,0.22588,0.03781,0.22718,0.17544,0.25796,0.28442,0.2047
0.14339,0.1342,0.18135,0.11634,0.08624,0.29304,0.17373,0.16985,0.11765,0.12366,0.13628,0.097284,0.13311,0.096237,0.063825,0.092005,0.089363,0.081827,0.088424,0.15002,0.1549,0.15557,0.11477,0.090109,0.18445,0.21317,0.18415,5.68,0.1143,0.18343,0.10782,0,0.19577,0.11659,0.16586,0.14714,0.1566
0.1091,0.1768,0.13909,0.031961,0.053772,0.17395,0.14926,0.12497,0.11552,0.079333,0.16805,0.12767,0.13778,0.11394,0.056982,0.13338,0.15833,0.093634,0.07418,0.14088,0.16249,0.1055,0.083451,0.055082,0.11688,0.15377,0.11074,0.1143,5.677,0.12247,0.20433,0.015948,0.094128,0.10906,0.16262,0.14523,0.14564
0.2736,0.24578,0.30021,0.21184,0.23607,0.38541,0.36369,0.31603,0.29483,0.28064,0.24622,0.18565,0.19517,0.12644,0.12105,0.22718,0.30645,0.18607,0.24906,0.21125,0.21952,0.23385,0.12146,0.086646,0.29191,0.36294,0.32902,0.18343,0.12247,5.7002,0.24916,0,0.33764,0.14654,0.2657,0.27128,0.28992
0.1025,0.17172,0.15361,0.14271,0.11369,0.269,0.21184,0.18018,0.20856,0.20733,0.1558,0.13743,0.12941,0.11485,0.10766,0.21149,0.23968,0.2017,0.24599,0.14529,0.13917,0.12313,0.13018,0.097854,0.22283,0.26313,0.22588,0.10782,0.20433,0.24916,5.6872,0,0.25054,0.1629,0.1638,0.22107,0.20172
0,0.012531,0.018787,0,0.0045869,0.030582,0.032528,0.035397,0.028094,0.0058355,0,0,0,0,0.013728,0.0089237,0.021399,0,0.0019295,0,0.0043288,0.008364,0.026369,0.019547,0.0015432,0,0.03781,0,0.015948,0,0,5.6581,0.042698,0,0.0003853,0,0.0088898
0.18741,0.1751,0.18914,0.19446,0.16059,0.22597,0.26108,0.2203,0.17117,0.23357,0.18039,0.14323,0.151,0.13849,0.081354,0.18295,0.16543,0.19209,0.17663,0.22282,0.21398,0.17285,0.16746,0.084735,0.23518,0.24206,0.22718,0.19577,0.094128,0.33764,0.25054,0.042698,5.7081,0.13632,0.19297,0.23137,0.21459
0.17155,0.12038,0.17798,0.14677,0.121,0.21417,0.1905,0.19557,0.14924,0.17173,0.089853,0.076862,0.088057,0.10221,0.095844,0.099725,0.13428,0.12473,0.09829,0.10234,0.093484,0.10674,0.12416,0.069062,0.14653,0.13008,0.17544,0.11659,0.10906,0.14654,0.1629,0,0.13632,5.6581,0.22079,0.23602,0.18334
0.21076,0.198,0.23065,0.15024,0.17295,0.23308,0.2362,0.19281,0.12972,0.19378,0.18253,0.16928,0.18553,0.13179,0.072202,0.14126,0.15329,0.13108,0.13783,0.17124,0.16171,0.14552,0.17704,0.14863,0.17504,0.27253,0.25796,0.16586,0.16262,0.2657,0.1638,0.0003853,0.19297,0.22079,5.7174,0.27011,0.23142
0.21926,0.222,0.25328,0.182,0.15346,0.26437,0.24409,0.22484,0.14304,0.18971,0.19709,0.18153,0.14017,0.12532,0.091977,0.18305,0.2058,0.1412,0.13644,0.1872,0.19673,0.10158,0.15001,0.1274,0.23637,0.23804,0.28442,0.14714,0.14523,0.27128,0.22107,0,0.23137,0.23602,0.27011,5.6594,0.19506
0.21002,0.22845,0.24895,0.14817,0.21818,0.25635,0.22183,0.14725,0.15952,0.18631,0.21641,0.15805,0.19354,0.13037,0.025698,0.16986,0.1757,0.13204,0.17681,0.20445,0.19412,0.16864,0.19277,0.099185,0.2031,0.1866,0.2047,0.1566,0.14564,0.28992,0.20172,0.0088898,0.21459,0.18334,0.23142,0.19506,5.7174
